"Date","WDay","Article ID","Portal","Section","Article URL","Mod Time","Printed"
"2022-03-01","Tue","ax-2256998","yawomZ","business","yawomZ/sections/business/?article-id=2256998","2022-03-01T07:07:41.143Z","0"
"2022-03-01","Tue","ax-2257005","yawomZ","business","yawomZ/sections/business/?article-id=2257005","2022-03-01T06:32:22.951Z","0"
"2022-02-28","Mon","ax-2257008","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2257008","2022-02-28T16:03:43.393Z","0"
"2022-02-28","Mon","ax-2257031","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2257031","2022-02-28T13:46:11.343Z","0"
"2022-03-01","Tue","ax-2257144","yawomZ","business","yawomZ/sections/business/?article-id=2257144","2022-03-01T07:30:00.000Z","1"
"2022-02-28","Mon","ax-2257246","wiJddb","culture","wiJddb/sections/culture/?article-id=2257246","2022-02-28T17:39:10.041Z","1"
"2022-02-28","Mon","ax-2257250","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2257250","2022-02-28T18:11:20.767Z","0"
"2022-02-28","Mon","ax-2257253","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2257253","2022-02-28T18:14:27.157Z","0"
"2022-03-01","Tue","ax-2257308","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2257308","2022-03-01T05:21:41.902Z","1"
"2022-03-01","Tue","ax-2257321","yawomZ","business","yawomZ/sections/business/?article-id=2257321","2022-03-01T08:11:56.484Z","1"
"2022-03-01","Tue","ax-2257323","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2257323","2022-03-01T08:53:03.464Z","1"
"2022-03-01","Tue","ax-2257331","yawomZ","business","yawomZ/sections/business/?article-id=2257331","2022-03-01T13:00:39.068Z","0"
"2022-03-01","Tue","ax-2257358","yawomZ","business","yawomZ/sections/business/?article-id=2257358","2022-03-01T15:00:00.000Z","0"
"2022-03-01","Tue","ax-2257389","yawomZ","business","yawomZ/sections/business/?article-id=2257389","2022-03-01T10:11:02.211Z","0"
"2022-03-01","Tue","ax-2257413","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2257413","2022-03-01T12:39:19.366Z","1"
"2022-03-01","Tue","ax-2257422","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2257422","2022-03-01T10:39:36.943Z","1"
"2022-03-01","Tue","ax-2257457","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2257457","2022-03-01T14:06:00.731Z","1"
"2022-03-01","Tue","ax-2257469","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2257469","2022-03-01T11:56:26.949Z","0"
"2022-03-01","Tue","ax-2257479","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2257479","2022-03-01T11:51:54.971Z","1"
"2022-03-01","Tue","ax-2257486","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2257486","2022-03-01T12:11:53.925Z","0"
"2022-03-01","Tue","ax-2257487","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2257487","2022-03-01T12:11:09.060Z","1"
"2022-03-02","Wed","ax-2257490","yawomZ","business","yawomZ/sections/business/?article-id=2257490","2022-03-02T06:34:48.925Z","0"
"2022-03-02","Wed","ax-2257500","yawomZ","business","yawomZ/sections/business/?article-id=2257500","2022-03-02T05:25:55.320Z","1"
"2022-03-01","Tue","ax-2257572","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2257572","2022-03-01T14:47:07.839Z","1"
"2022-03-01","Tue","ax-2257626","yawomZ","business","yawomZ/sections/business/?article-id=2257626","2022-03-01T14:26:19.870Z","0"
"2022-03-01","Tue","ax-2257637","XCvhz5","people","XCvhz5/sections/people/?article-id=2257637","2022-03-01T14:41:02.747Z","0"
"2022-03-01","Tue","ax-2257660","XCvhz5","people","XCvhz5/sections/people/?article-id=2257660","2022-03-01T16:22:13.333Z","0"
"2022-03-01","Tue","ax-2257687","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2257687","2022-03-01T15:55:02.607Z","0"
"2022-03-01","Tue","ax-2257723","yawomZ","business","yawomZ/sections/business/?article-id=2257723","2022-03-01T16:27:33.926Z","0"
"2022-03-01","Tue","ax-2257752","XCvhz5","people","XCvhz5/sections/people/?article-id=2257752","2022-03-01T16:42:52.384Z","1"
"2022-03-01","Tue","ax-2257808","XCvhz5","people","XCvhz5/sections/people/?article-id=2257808","2022-03-01T18:14:15.889Z","1"
"2022-03-01","Tue","ax-2257818","yawomZ","business","yawomZ/sections/business/?article-id=2257818","2022-03-01T19:11:16.286Z","1"
"2022-03-01","Tue","ax-2257831","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2257831","2022-03-01T19:42:01.979Z","1"
"2022-03-01","Tue","ax-2257839","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2257839","2022-03-01T21:05:09.609Z","1"
"2022-03-01","Tue","ax-2257842","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2257842","2022-03-01T21:54:29.176Z","0"
"2022-03-02","Wed","ax-2257856","yawomZ","business","yawomZ/sections/business/?article-id=2257856","2022-03-02T05:50:18.312Z","0"
"2022-03-02","Wed","ax-2257860","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2257860","2022-03-02T13:50:26.461Z","0"
"2022-03-02","Wed","ax-2257864","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2257864","2022-03-02T07:42:15.834Z","1"
"2022-03-02","Wed","ax-2257868","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2257868","2022-03-02T09:43:55.989Z","1"
"2022-03-02","Wed","ax-2257876","XCvhz5","people","XCvhz5/sections/people/?article-id=2257876","2022-03-02T07:58:32.954Z","0"
"2022-03-02","Wed","ax-2257880","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2257880","2022-03-02T09:40:12.532Z","0"
"2022-03-02","Wed","ax-2257881","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2257881","2022-03-02T16:08:33.079Z","0"
"2022-03-03","Thu","ax-2257888","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2257888","2022-03-03T07:57:43.357Z","0"
"2022-03-02","Wed","ax-2257935","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2257935","2022-03-02T12:35:07.906Z","1"
"2022-03-03","Thu","ax-2257949","yawomZ","business","yawomZ/sections/business/?article-id=2257949","2022-03-03T05:58:27.309Z","1"
"2022-03-03","Thu","ax-2257970","yawomZ","business","yawomZ/sections/business/?article-id=2257970","2022-03-03T06:37:58.076Z","0"
"2022-03-02","Wed","ax-2257974","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2257974","2022-03-02T10:00:17.848Z","0"
"2022-03-02","Wed","ax-2257999","yawomZ","business","yawomZ/sections/business/?article-id=2257999","2022-03-02T10:34:48.062Z","0"
"2022-03-03","Thu","ax-2258023","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2258023","2022-03-03T08:52:14.935Z","0"
"2022-03-02","Wed","ax-2258025","yawomZ","business","yawomZ/sections/business/?article-id=2258025","2022-03-02T11:16:26.722Z","0"
"2022-03-02","Wed","ax-2258038","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2258038","2022-03-02T14:07:37.468Z","0"
"2022-03-03","Thu","ax-2258039","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2258039","2022-03-03T10:13:09.621Z","1"
"2022-03-02","Wed","ax-2258058","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2258058","2022-03-02T16:09:45.344Z","1"
"2022-03-02","Wed","ax-2258072","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2258072","2022-03-02T12:47:59.207Z","0"
"2022-03-02","Wed","ax-2258110","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2258110","2022-03-02T14:11:25.633Z","1"
"2022-03-02","Wed","ax-2258175","XCvhz5","people","XCvhz5/sections/people/?article-id=2258175","2022-03-02T14:45:21.845Z","0"
"2022-03-02","Wed","ax-2258204","yawomZ","business","yawomZ/sections/business/?article-id=2258204","2022-03-02T15:23:30.475Z","0"
"2022-03-02","Wed","ax-2258217","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2258217","2022-03-02T17:24:00.338Z","1"
"2022-03-03","Thu","ax-2258241","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2258241","2022-03-03T09:00:00.000Z","0"
"2022-03-02","Wed","ax-2258330","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2258330","2022-03-02T22:32:06.699Z","0"
"2022-03-03","Thu","ax-2258388","yawomZ","business","yawomZ/sections/business/?article-id=2258388","2022-03-03T07:56:16.279Z","1"
"2022-03-03","Thu","ax-2258396","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2258396","2022-03-03T11:29:54.429Z","0"
"2022-03-03","Thu","ax-2258411","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2258411","2022-03-03T08:56:47.941Z","0"
"2022-03-03","Thu","ax-2258434","yawomZ","international","yawomZ/sections/international/?article-id=2258434","2022-03-03T10:55:05.197Z","0"
"2022-03-03","Thu","ax-2258446","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2258446","2022-03-03T09:33:30.398Z","0"
"2022-03-03","Thu","ax-2258472","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2258472","2022-03-03T10:34:38.962Z","0"
"2022-03-03","Thu","ax-2258546","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2258546","2022-03-03T12:39:52.465Z","1"
"2022-03-04","Fri","ax-2258575","yawomZ","business","yawomZ/sections/business/?article-id=2258575","2022-03-04T10:30:00.000Z","1"
"2022-03-03","Thu","ax-2258617","XCvhz5","people","XCvhz5/sections/people/?article-id=2258617","2022-03-03T13:21:15.687Z","1"
"2022-03-03","Thu","ax-2258630","yawomZ","business","yawomZ/sections/business/?article-id=2258630","2022-03-03T13:48:25.528Z","1"
"2022-03-03","Thu","ax-2258732","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2258732","2022-03-03T15:30:34.433Z","0"
"2022-03-03","Thu","ax-2258802","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2258802","2022-03-03T17:54:01.082Z","0"
"2022-03-04","Fri","ax-2258802","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2258802","2022-03-04T20:49:11.957Z","0"
"2022-03-03","Thu","ax-2258884","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2258884","2022-03-03T22:06:19.798Z","0"
"2022-03-04","Fri","ax-2258894","XCvhz5","people","XCvhz5/sections/people/?article-id=2258894","2022-03-04T07:26:15.110Z","0"
"2022-03-04","Fri","ax-2258920","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2258920","2022-03-04T05:55:58.148Z","1"
"2022-03-04","Fri","ax-2258923","yawomZ","business","yawomZ/sections/business/?article-id=2258923","2022-03-04T06:22:28.134Z","1"
"2022-03-04","Fri","ax-2258926","yawomZ","business","yawomZ/sections/business/?article-id=2258926","2022-03-04T06:57:09.239Z","0"
"2022-03-04","Fri","ax-2258927","yawomZ","business","yawomZ/sections/business/?article-id=2258927","2022-03-04T06:54:01.917Z","1"
"2022-03-07","Mon","ax-2258929","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2258929","2022-03-07T14:36:25.638Z","0"
"2022-03-04","Fri","ax-2258934","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2258934","2022-03-04T07:47:13.523Z","1"
"2022-03-07","Mon","ax-2258938","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2258938","2022-03-07T15:38:50.169Z","0"
"2022-03-04","Fri","ax-2258944","wiJddb","lifestyle","wiJddb/sections/lifestyle/?article-id=2258944","2022-03-04T16:52:34.128Z","1"
"2022-03-04","Fri","ax-2258952","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2258952","2022-03-04T08:26:45.069Z","0"
"2022-03-04","Fri","ax-2258958","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2258958","2022-03-04T14:50:18.644Z","0"
"2022-03-04","Fri","ax-2258960","yawomZ","business","yawomZ/sections/business/?article-id=2258960","2022-03-04T09:00:12.197Z","0"
"2022-03-07","Mon","ax-2258984","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2258984","2022-03-07T17:05:42.140Z","0"
"2022-03-04","Fri","ax-2258989","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2258989","2022-03-04T10:18:04.407Z","1"
"2022-03-04","Fri","ax-2258993","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2258993","2022-03-04T12:19:34.152Z","0"
"2022-03-04","Fri","ax-2259014","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2259014","2022-03-04T10:20:20.942Z","1"
"2022-03-04","Fri","ax-2259021","yawomZ","international","yawomZ/sections/international/?article-id=2259021","2022-03-04T11:00:29.633Z","1"
"2022-03-08","Tue","ax-2259025","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2259025","2022-03-08T08:03:38.279Z","0"
"2022-03-04","Fri","ax-2259035","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2259035","2022-03-04T10:55:57.176Z","0"
"2022-03-08","Tue","ax-2259064","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2259064","2022-03-08T09:49:31.715Z","1"
"2022-03-04","Fri","ax-2259071","XCvhz5","people","XCvhz5/sections/people/?article-id=2259071","2022-03-04T11:04:48.393Z","1"
"2022-03-04","Fri","ax-2259082","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2259082","2022-03-04T11:13:36.363Z","0"
"2022-03-04","Fri","ax-2259103","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2259103","2022-03-04T11:47:24.103Z","1"
"2022-03-04","Fri","ax-2259111","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2259111","2022-03-04T15:36:24.055Z","1"
"2022-03-04","Fri","ax-2259121","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2259121","2022-03-04T11:40:01.193Z","1"
"2022-03-04","Fri","ax-2259126","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2259126","2022-03-04T12:33:21.221Z","0"
"2022-03-08","Tue","ax-2259143","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2259143","2022-03-08T10:22:21.216Z","0"
"2022-03-04","Fri","ax-2259166","XCvhz5","people","XCvhz5/sections/people/?article-id=2259166","2022-03-04T13:35:11.323Z","1"
"2022-03-04","Fri","ax-2259171","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2259171","2022-03-04T14:02:48.178Z","0"
"2022-03-04","Fri","ax-2259178","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2259178","2022-03-04T15:19:15.487Z","0"
"2022-03-04","Fri","ax-2259179","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2259179","2022-03-04T14:18:26.773Z","1"
"2022-03-04","Fri","ax-2259191","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2259191","2022-03-04T14:36:01.026Z","1"
"2022-03-05","Sat","ax-2259427","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2259427","2022-03-05T08:49:16.426Z","1"
"2022-03-05","Sat","ax-2259429","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2259429","2022-03-05T10:21:08.073Z","1"
"2022-03-05","Sat","ax-2259431","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2259431","2022-03-05T11:54:32.547Z","1"
"2022-03-05","Sat","ax-2259432","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2259432","2022-03-05T12:25:27.539Z","1"
"2022-03-05","Sat","ax-2259440","yawomZ","international","yawomZ/sections/international/?article-id=2259440","2022-03-05T11:00:00.000Z","0"
"2022-03-05","Sat","ax-2259452","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2259452","2022-03-05T12:13:52.138Z","0"
"2022-03-05","Sat","ax-2259473","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2259473","2022-03-05T13:27:38.008Z","1"
"2022-03-06","Sun","ax-2259475","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2259475","2022-03-06T11:49:24.921Z","0"
"2022-03-05","Sat","ax-2259486","XCvhz5","people","XCvhz5/sections/people/?article-id=2259486","2022-03-05T16:19:00.098Z","0"
"2022-03-06","Sun","ax-2259508","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2259508","2022-03-06T06:52:24.458Z","0"
"2022-03-06","Sun","ax-2259511","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2259511","2022-03-06T07:40:38.841Z","0"
"2022-03-06","Sun","ax-2259515","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2259515","2022-03-06T08:26:33.209Z","1"
"2022-03-06","Sun","ax-2259522","yawomZ","business","yawomZ/sections/business/?article-id=2259522","2022-03-06T08:51:06.620Z","1"
"2022-03-06","Sun","ax-2259523","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2259523","2022-03-06T12:48:00.759Z","1"
"2022-03-06","Sun","ax-2259530","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2259530","2022-03-06T11:27:03.412Z","0"
"2022-03-06","Sun","ax-2259532","yawomZ","international","yawomZ/sections/international/?article-id=2259532","2022-03-06T11:00:00.000Z","1"
"2022-03-09","Wed","ax-2259565","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2259565","2022-03-09T04:00:00.000Z","1"
"2022-03-06","Sun","ax-2259625","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2259625","2022-03-06T16:00:02.353Z","1"
"2022-03-08","Tue","ax-2259654","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2259654","2022-03-08T10:52:50.065Z","0"
"2022-03-07","Mon","ax-2259732","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2259732","2022-03-07T05:23:34.116Z","1"
"2022-03-07","Mon","ax-2259734","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2259734","2022-03-07T06:01:21.618Z","1"
"2022-03-07","Mon","ax-2259739","yawomZ","business","yawomZ/sections/business/?article-id=2259739","2022-03-07T06:35:48.624Z","1"
"2022-03-07","Mon","ax-2259741","yawomZ","business","yawomZ/sections/business/?article-id=2259741","2022-03-07T06:54:02.308Z","0"
"2022-03-07","Mon","ax-2259742","yawomZ","business","yawomZ/sections/business/?article-id=2259742","2022-03-07T07:52:02.209Z","0"
"2022-03-07","Mon","ax-2259767","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2259767","2022-03-07T17:07:30.258Z","1"
"2022-03-07","Mon","ax-2259768","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2259768","2022-03-07T14:16:25.379Z","1"
"2022-03-07","Mon","ax-2259777","yawomZ","international","yawomZ/sections/international/?article-id=2259777","2022-03-07T10:57:00.000Z","1"
"2022-03-07","Mon","ax-2259786","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2259786","2022-03-07T09:27:45.503Z","0"
"2022-03-07","Mon","ax-2259829","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2259829","2022-03-07T14:33:30.354Z","1"
"2022-03-08","Tue","ax-2259839","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2259839","2022-03-08T10:49:37.408Z","1"
"2022-03-08","Tue","ax-2259845","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2259845","2022-03-08T11:49:07.909Z","0"
"2022-03-07","Mon","ax-2259850","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2259850","2022-03-07T10:47:52.603Z","1"
"2022-03-08","Tue","ax-2259853","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2259853","2022-03-08T04:00:00.000Z","1"
"2022-03-07","Mon","ax-2259865","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2259865","2022-03-07T12:36:52.275Z","0"
"2022-03-08","Tue","ax-2259866","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2259866","2022-03-08T10:15:01.447Z","1"
"2022-03-08","Tue","ax-2259873","yawomZ","business","yawomZ/sections/business/?article-id=2259873","2022-03-08T06:29:44.876Z","1"
"2022-03-08","Tue","ax-2259884","yawomZ","business","yawomZ/sections/business/?article-id=2259884","2022-03-08T07:04:31.879Z","0"
"2022-03-08","Tue","ax-2259887","yawomZ","business","yawomZ/sections/business/?article-id=2259887","2022-03-08T06:01:20.970Z","1"
"2022-03-15","Tue","ax-2259907","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2259907","2022-03-15T11:52:08.533Z","1"
"2022-03-07","Mon","ax-2259955","yawomZ","business","yawomZ/sections/business/?article-id=2259955","2022-03-07T13:22:44.603Z","0"
"2022-03-07","Mon","ax-2259983","XCvhz5","people","XCvhz5/sections/people/?article-id=2259983","2022-03-07T14:05:06.072Z","1"
"2022-03-08","Tue","ax-2260053","XCvhz5","people","XCvhz5/sections/people/?article-id=2260053","2022-03-08T04:00:00.000Z","0"
"2022-03-17","Thu","ax-2260155","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2260155","2022-03-17T15:23:58.621Z","1"
"2022-03-08","Tue","ax-2260202","yawomZ","business","yawomZ/sections/business/?article-id=2260202","2022-03-08T06:25:56.166Z","1"
"2022-03-08","Tue","ax-2260206","yawomZ","business","yawomZ/sections/business/?article-id=2260206","2022-03-08T06:41:31.816Z","1"
"2022-03-08","Tue","ax-2260225","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2260225","2022-03-08T07:49:06.877Z","0"
"2022-03-08","Tue","ax-2260237","XCvhz5","people","XCvhz5/sections/people/?article-id=2260237","2022-03-08T08:36:26.410Z","1"
"2022-03-08","Tue","ax-2260249","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2260249","2022-03-08T14:24:43.784Z","0"
"2022-03-08","Tue","ax-2260262","yawomZ","international","yawomZ/sections/international/?article-id=2260262","2022-03-08T10:57:54.138Z","0"
"2022-03-08","Tue","ax-2260266","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2260266","2022-03-08T11:49:30.749Z","1"
"2022-03-08","Tue","ax-2260310","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2260310","2022-03-08T11:31:31.209Z","0"
"2022-03-08","Tue","ax-2260332","XCvhz5","people","XCvhz5/sections/people/?article-id=2260332","2022-03-08T11:48:40.654Z","0"
"2022-03-08","Tue","ax-2260348","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2260348","2022-03-08T14:00:00.000Z","1"
"2022-03-08","Tue","ax-2260353","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2260353","2022-03-08T12:48:09.092Z","0"
"2022-03-09","Wed","ax-2260395","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2260395","2022-03-09T17:51:38.933Z","0"
"2022-03-08","Tue","ax-2260404","XCvhz5","people","XCvhz5/sections/people/?article-id=2260404","2022-03-08T13:45:41.312Z","0"
"2022-03-09","Wed","ax-2260471","yawomZ","business","yawomZ/sections/business/?article-id=2260471","2022-03-09T06:28:19.371Z","1"
"2022-03-09","Wed","ax-2260485","yawomZ","business","yawomZ/sections/business/?article-id=2260485","2022-03-09T07:02:46.250Z","1"
"2022-03-09","Wed","ax-2260536","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2260536","2022-03-09T07:27:13.111Z","0"
"2022-03-08","Tue","ax-2260554","XCvhz5","people","XCvhz5/sections/people/?article-id=2260554","2022-03-08T17:01:42.421Z","1"
"2022-03-08","Tue","ax-2260594","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2260594","2022-03-08T17:56:20.141Z","1"
"2022-03-09","Wed","ax-2260594","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2260594","2022-03-09T06:45:22.561Z","0"
"2022-03-08","Tue","ax-2260618","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2260618","2022-03-08T19:49:49.557Z","1"
"2022-03-08","Tue","ax-2260626","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2260626","2022-03-08T21:29:17.093Z","1"
"2022-03-09","Wed","ax-2260649","yawomZ","business","yawomZ/sections/business/?article-id=2260649","2022-03-09T05:34:46.631Z","1"
"2022-03-09","Wed","ax-2260657","yawomZ","international","yawomZ/sections/international/?article-id=2260657","2022-03-09T10:30:00.000Z","0"
"2022-03-09","Wed","ax-2260658","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2260658","2022-03-09T08:04:51.077Z","1"
"2022-03-09","Wed","ax-2260681","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2260681","2022-03-09T08:40:37.382Z","1"
"2022-03-09","Wed","ax-2260692","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2260692","2022-03-09T10:18:56.451Z","1"
"2022-03-08","Tue","ax-2260693","XCvhz5","people","XCvhz5/sections/people/?article-id=2260693","2022-03-08T07:34:08.482Z","0"
"2022-03-09","Wed","ax-2260707","yawomZ","international","yawomZ/sections/international/?article-id=2260707","2022-03-09T11:00:00.000Z","0"
"2022-03-10","Thu","ax-2260720","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2260720","2022-03-10T09:10:32.401Z","0"
"2022-03-09","Wed","ax-2260738","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2260738","2022-03-09T09:37:50.738Z","0"
"2022-03-09","Wed","ax-2260763","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2260763","2022-03-09T11:13:36.935Z","0"
"2022-03-09","Wed","ax-2260791","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2260791","2022-03-09T12:35:15.726Z","0"
"2022-03-09","Wed","ax-2260803","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2260803","2022-03-09T11:49:31.489Z","0"
"2022-03-10","Thu","ax-2260828","yawomZ","business","yawomZ/sections/business/?article-id=2260828","2022-03-10T05:50:37.623Z","0"
"2022-03-09","Wed","ax-2260840","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2260840","2022-03-09T17:49:37.974Z","0"
"2022-03-09","Wed","ax-2260841","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2260841","2022-03-09T21:00:00.000Z","0"
"2022-03-09","Wed","ax-2260842","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2260842","2022-03-09T13:39:10.012Z","1"
"2022-03-09","Wed","ax-2260876","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2260876","2022-03-09T14:19:49.603Z","0"
"2022-03-09","Wed","ax-2260899","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2260899","2022-03-09T21:18:33.912Z","0"
"2022-03-09","Wed","ax-2260967","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2260967","2022-03-09T15:27:28.277Z","0"
"2022-03-10","Thu","ax-2260991","yawomZ","business","yawomZ/sections/business/?article-id=2260991","2022-03-10T06:33:09.894Z","0"
"2022-03-09","Wed","ax-2260997","yawomZ","business","yawomZ/sections/business/?article-id=2260997","2022-03-09T16:07:28.269Z","1"
"2022-03-09","Wed","ax-2261046","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2261046","2022-03-09T16:44:04.105Z","1"
"2022-03-10","Thu","ax-2261060","yawomZ","business","yawomZ/sections/business/?article-id=2261060","2022-03-10T07:01:03.843Z","0"
"2022-03-10","Thu","ax-2261067","yawomZ","business","yawomZ/sections/business/?article-id=2261067","2022-03-10T12:20:18.224Z","1"
"2022-03-09","Wed","ax-2261119","XCvhz5","sports","XCvhz5/sections/sports/?article-id=2261119","2022-03-09T22:05:32.630Z","1"
"2022-03-10","Thu","ax-2261137","XCvhz5","localnews","XCvhz5/sections/localnews/?article-id=2261137","2022-03-10T08:08:48.334Z","0"
"2022-03-10","Thu","ax-2261153","yawomZ","business","yawomZ/sections/business/?article-id=2261153","2022-03-10T08:42:51.710Z","1"
